Sr.No,Date(dd/mm/yyyy),Startup Name,Industry Vertical,City / Location,Investors’ Name,InvestmentType,Amount (in USD),Remarks
856,25 August 2015,Qyk App,On-Demand App based Professional service provider,Bangalore,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,"10,00,000",pre-series A
857,25 August 2015,EazyDiner,Restaurant Reservation Platform,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,"30,00,000",Series A
858,25 August 2015,RevX,Cross-channel CRM platform,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity,"40,00,000",Series A
859,25 August 2015,ICustomMadeIt,Professional Custom creators Marketplace,Pune,Group of Angel Investors,Seed Funding,"2,50,000",
860,26 August 2015,PickMyLaundry,on-Demand Washing & Dry-Cleaning,New Delhi,GHV Accelerator,Seed Funding,"1,00,000",
861,26 August 2015,Belita,On-Demand Beauty Service,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",Seed Funding,"4,00,000",
862,26 August 2015,EzySolare,solar products and services marketplace,Ahmedabad,Infuse Ventures,Seed Funding,N/A,
863,26 August 2015,FoodTalkIndia,Online Food Community Platform,Gurgaon,Undisclosed Investor,Seed Funding,"5,00,000",
864,27 August 2015,InstaSafe,Private Cloud Networks SAAS platform,Bangalore,Group of Investors,Seed Funding,N/A,
865,27 August 2015,Eazy Coach,Education Marketplace,Kolkata,Ravi Agarwal,Seed Funding,N/A,
866,27 August 2015,Djubo.com,Cloud Based Hotel Sales Platform,New Delhi,Ibibo Group,Private Equity,N/A,Strategic Investment
867,28 August 2015,BetterButter.in,online recipe sharing platform,New Delhi,"Growx Ventures, Manish Singhal",Seed Funding,N/A,
868,28 August 2015,Vyomo,Beauty & Lifestyle Mobile Marketplace,Bangalore,Rocket Internet,Private Equity,"20,00,000",Pre-Series A
869,28 August 2015,RollMafia,QSR Restaurant Chain,Pune,Equentia Natural Resources,Seed Funding,"1,60,000",
870,29 August 2015,iamwire,Digital Media publishing platform,Gurgaon,"Li Tao, Li Jian, Draphant Consultants, Nitin Garg, Saurabh Jain, Mohit Agarwal",Seed Funding,N/A,
871,31 August 2015,DropKaffe,Online Coffee Delivery platform,Bangalore,"Manish Singhal, P39 Capital & Others",Seed Funding,"3,00,000",
872,31 August 2015,Reverie,Language Localization Cloud platform,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,"40,00,000",Series A
873,31 August 2015,Infinite Analytics,Big Data & predictive Analysis Platform,Mumbai,"Ratan Tata, Nikhil Vora & others",Private Equity,N/A,Bridge Round
874,31 August 2015,,,,,,,
875,31 August 2015,,,,,,,
876,03 April 2015,Swiggy,Online Food Delivery,Bangalore,"Accel Partners, SAIF Partners",Private Equity,"20,00,000",Series A
877,04 April 2015,Bluegape,Web Content Publishing,Gurgaon,"Rudy Gopalakrishnan, ah! Ventures",Seed Funding,"2,00,000",
878,04 April 2015,KeepTrax,Location Based App,Dallas / Hyderabad,,Seed Funding,"10,00,000",
879,06 April 2015,InstaLively,Video Streaming,New Delhi,"Rajesh Sawheny , Rajan Anandan, Amit Ranjan, Niraj Singh, AECAL, MeraEvents.",Seed Funding,"1,20,000",
880,07 April 2015,Pricejugaad,Price Comparison,Hyderabad,"Amit Tyagi, Sandeep Acharya & others",Seed Funding,"1,65,000",
881,07 April 2015,Quikr,Online Classifieds,Mumbai,"Tiger Global, Investment AB Kinnevik, Steadview Capital",Private Equity,"15,00,00,000",Series G (Checkprev funding details here)
882,07 April 2015,PressPlay,Travel Entertainment,New Delhi,"Sequoia Capital, Jason Hirschhorn, Jarett Posner, and Amit Bhatiani",Seed Funding,"22,00,000",
883,07 April 2015,LogiNext,Logistics Tech,Mumbai,"Ajit Surana, Sanjay Mehta",Seed Funding,N/A,
884,08 April 2015,FirstCry.com,eCommerce,Pune,"Silicon Valley Ventures, NEA Ventures, Valiant Capital, IDG Ventures India,  SAIF Partners, Vertex Ventures",Private Equity,"1,00,00,000","Series D( In Feb it was announced they raised 26M, but it is 36M, so added here)"
885,08 April 2015,MobiKwik,Digital / Mobile Wallet,Gurgaon,"Tree Line Asia, Cisco Investments, American Express, Sequoia Capital",Private Equity,"2,50,00,000",Series B
886,08 April 2015,Olacabs,Cab Aggregator,Bangalore,"DST Global, Steadview Capital, Tiger Global, Accel Partners & Others",Private Equity,"40,00,00,000",Series E (Updated from 315M to 400M after Press Release)
887,09 April 2015,Gadgetwood,Device Repair Svcs,New Delhi,"Ajai Chowdhry, Ashvin Chadha, Yogesh Bansal,Nitin Singhal & Others",Seed Funding,"2,00,000",
888,09 April 2015,Bonhomia,Premium Beverages,New Delhi,"Kanwaljit Singh, Shripad Nadkarni, Sarvesh Shahra & Others",Seed Funding,"20,00,000",
889,09 April 2015,Changer Mints,Digital / Mobile Wallet,Kolkata,Hyderabad based investor,Seed Funding,"1,65,000",
890,09 April 2015,Urban Ladder,Online FurnishingeCommerce,Bangalore,"Sequoia Capital, TR Capital, Steadview Capital, SAIF Partners, Kalaari Capital",Private Equity,"5,00,00,000",Series C
891,09 April 2015,Purple Squirrel,Ed-Tech,Mumbai,"Matrix Partners India, India Quotient",Private Equity,N/A,Series B
892,10 April 2015,Whatfix,Interactive  How-To Guides,Bangalore,"Helion Venture Partner, Powerhouse Ventures, GSF and Other angel investors",Seed Funding,"9,00,000",
893,10 April 2015,iMMi Life,Mobile Health Tech,Chennai,Unitus Seed Fund,Seed Funding,N/A,
894,11 April 2015,Zomato,Restaurant Reviews,Gurgaon,Info Edge (India),Private Equity,"2,50,00,000",Late Stage
895,13 April 2015,ZopNow,Online Grocer,Bangalore,"Dragoneer Investment, Accel Partners, Qualcomm Ventures, Times Internet",Private Equity,"1,00,00,000",Series B
896,13 April 2015,Nayi Disha,Ed-Tech,New Delhi,"Ajay Relan,",Seed Funding,"3,00,000",
897,13 April 2015,The Porter,Logistics Tech,Mumbai,Kae Capital,Seed Funding,"5,00,000",
898,13 April 2015,Commeasure,Online Hotel Booking,Noida,Jungle Ventures,Seed Funding,"10,00,000",
899,13 April 2015,Capricoast,Online Kitchen Furniture,Bangalore,Accel Partners India,Seed Funding,"12,50,000",
900,14 April 2015,LocalOye,Hyper-local Online Services,Mumbai,"Tiger Global Management, Lightspeed Venture Partners",Private Equity,"50,00,000",Series A
901,15 April 2015,Grofers,Hyper-Local Online/Mobile Grocery,Gurgaon,"Tiger Global, Sequoia Capital",Private Equity,"3,50,00,000",Series B
902,15 April 2015,PepperTap,Hyper-Local Online/Mobile Grocery,Gurgaon,"SAIF Partners, Sequoia Capital",Private Equity,"1,00,00,000",Series A
903,15 April 2015,PolicyBazaar,Online Policy Aggregator,Gurgaon,"PremjiInvest, Tiger Global, Ribbit Capital",Private Equity,"4,00,00,000",Series D
904,16 April 2015,UrbanClap,Hyperlocal Mobile Services Marketplace,New Delhi,"SAIF Partners, Accel Partners, Kunal Bahl, Rohit Bansal",Seed Funding,"16,00,000",
905,16 April 2015,Taskbob,OnDemandMobile Handyman Services,Mumbai,"Orios Venture Partners, Mayfield India",Seed Funding,"12,00,000",
906,17 April 2015,Robosoft,Mobile App Development,Udupi,"Ascent Capital, Kalaari Capital",Private Equity,"1,20,00,000",Series B
907,18 April 2015,Doormint,On-Demand Handyman Services,Mumbai,Powai Lake Ventures,Seed Funding,N/A,
908,20 April 2015,Vyomo,Beauty & Wellness Mobile App,Gurgaon,YouWeCan Ventures,Seed Funding,N/A,
909,20 April 2015,Pastiwala,Material Collection & Recycling,Vadodara,Agnus Capital,Private Equity,"40,00,000",Series A
910,20 April 2015,1mg (Healthkartplus),Online Pharmacy & Drug DB,Gurgaon,"Deep Kalra, Sequoia Capital, Omidyar Network, Intel Capital & Kae Capital",Private Equity,"60,00,000",Series A
911,20 April 2015,Freshdesk,Online / Mobile Customer Support,Chennai,"Tiger Global, Google Capital & Accel Partners",Private Equity,"5,00,00,000",Series E
912,20 April 2015,Sulekha.com,Online Classifieds & Listings,Chennai,GIC ventures,Private Equity,"2,80,00,000",Series C
913,22 April 2015,FindYahan,Hyperlocal services marketplace,New Delhi,The Phoenix Fund,Private Equity,N/A,Series A
914,22 April 2015,Eat.Shop.Love,Fashion ECommerce,Bangalore,Undisclosed Investor,Private Equity,"35,00,000",Series A
915,22 April 2015,Avanti Learning,Private Coaching Centers,New Delhi,"Michael & Susan Dell Foundation, Pearson Learning Fund",Private Equity,"15,00,000",Series A
916,23 April 2015,Simplilearn,Online Certification Courses,Bangalore,"Mayfield Ventures, Kalaari Capital, Helion Ventures",Private Equity,"1,50,00,000",Series C
917,23 April 2015,Craftstvilla,Ethnic Product eCommerce,Mumbai,"Sequoia Capital, Nexus venture Partners, Lightspeed Ventures, GFC",Private Equity,"1,80,00,000",Series B
918,23 April 2015,HeadOut,Last Minute Travel Deals mobile marketplace,Bangalore / SFO,"Version One Ventures, 500 Startups, Nexus Venture Partners and Arena Ventures",Seed Funding,"18,00,000",
919,23 April 2015,happay,business expense management,Bangalore,AngelPrime,Seed Funding,"5,00,000",
920,23 April 2015,Jugnoo,Auto Rickshaw based Logistics,Chandigarh,"Rakesh Mathur, Vikas Taneja & others",Seed Funding,"10,00,000",
921,23 April 2015,EazyDiner,Restaurant reservation app,New Delhi,"Deepak Shahdadpuri, Gulpreet Kohli",Seed Funding,N/A,
922,23 April 2015,Phone Warrior,Spam Call block App,New Delhi,Lightspeed Ventures,Seed Funding,N/A,Pre-Series A
923,24 April 2015,Coverfox,Online Insurance Aggregator,Mumbai,"Accel US, Accel India, SAIF Partners.",Private Equity,"1,20,00,000",Series B
924,27 April 2015,Torqus,Restaurant Management Platform,Pune,S S Mukherji & Others,Seed Funding,"3,50,000",
925,27 April 2015,Grab,Food Logistics & Delivery,Mumbai,"Oliphans Capital, Haresh Chawla",Seed Funding,"10,00,000",
926,27 April 2015,LogicRoots,Interactive Educational Games,Jaipur,"Ah! Ventures, Calcutta Angels,  91SpringBoard",Seed Funding,"4,00,000",
927,27 April 2015,GIBBS,Clean Tech,New Delhi,Infuse Ventures fund,Private Equity,N/A,Series B
928,28 April 2015,Babajobs,Grey collar Job Board,Bangalore,SEEK Ltd & affiliates,Private Equity,"1,00,00,000",Series B
929,28 April 2015,Urban Ladder,Online Furniture ecommerce,Bangalore,"Anand Rajaraman, Venky Harinarayan",Private Equity,N/A,Series D
930,28 April 2015,Jay Robotix,Robotic Program learning,Hyderabad,Cross Border Angels & others,Seed Funding,"2,50,000",
931,28 April 2015,Naaptol.com,Tele-Shopping / eCommerce,Mumbai,Mitsui & Co & existing investors,Private Equity,"2,15,00,000",Series C
932,29 April 2015,ReGlobe,Used Gadgets Buy / Refurbishing,Gurgaon,"Bessemer Ventures, Blume Ventures",Seed Funding,"10,00,000",
933,29 April 2015,Icertis,Cloud Enterprise Software,Pune / US,"Greycroft Partners, Fidelity Growth Partners",Private Equity,"60,00,000",Series A
934,29 April 2015,Tracxn,Startup Analytics platform,Bangalore,SAIF Partners,Private Equity,"35,00,000",Series A
935,29 April 2015,Dazo,Mobile Food Ordering app,Bangalore,"Sumit Jain, Aprameya Radhakrishna, Alok Goel, Rajan Anandan, Amit Agrawal, Vinay Goel, Gaurav Munjal, Ashish Dev Kapur",Seed Funding,N/A,
936,29 April 2015,Tradelab,Financial Markets Software,Bangalore,Rainmatter,Seed Funding,"4,00,000",
937,29 April 2015,PiQube,Hiring Analytics platform,Chennai,The HR Fund,Seed Funding,"5,00,000",
938,29 April 2015,Travel Triangle,Online Travel Marketplace,Noida,"Bessemer Venture Partners, SAIF Partners",Private Equity,"80,00,000",Series B
